name,lycode
農業科技園區設置管理條例,03164
農產品生產及驗證管理法,03166
投資經營非我國籍漁船管理條例,03167
農村再生條例,03168
有機農業促進法,03182
遠洋漁業條例,03186
農業保險法,03187
公務人員住宅及福利委員會組織條例,03301
行政院人事行政總處公務人力發展學院組織法,03302
政府資訊公開法,03401
職業訓練法,03614
就業服務法,03615
性別工作平等法,03616
兩性工作平等法,03616
行政院勞工委員會勞工安全衛生研究所組織條例,03617
勞工保險局組織條例,03618
勞工保險監理委員會組織條例,03619
勞工退休金條例,03623
職業災害勞工保護法,03624
大量解僱勞工保護法,03626
原住民族工作權保障法,03627
就業保險法,03631
勞工退休基金監理會組織法,03632
公共服務擴大就業暫行條例,03633
勞動部組織法,03637
勞動部勞工保險局組織法,03638
勞動部勞動力發展署組織法,03639
勞動部勞動基金運用局組織法,03640
勞動部勞動及職業安全衛生研究所組織法,03641
勞動部職業安全衛生署組織法,03642
毒性及關注化學物質管理法,03706
毒性化學物質管理法,03706
環境基本法,03707
公害糾紛處理法,03710
行政院環境保護署環境檢驗所組織條例,03712
行政院環境保護署環境保護人員訓練所組織條例,03713
環境教育法,03714
環境影響評估法,03716
溫室氣體減量及管理法,03717
土壤及地下水污染整治法,03718
環境用藥管理法,03719
海洋污染防治法,03723
資源回收再利用法,03725
濕地保育法,03736
行政院環境保護署毒物及化學物質局組織法,03747
工程技術顧問公司管理條例,04001
前瞻基礎建設特別條例,04003
中華民國憲法,04101
憲法實施之準備程序,04103
訓政結束程序法,04104
中華民國憲法增修條文,04105
公民投票法,04106
九二一震災重建暫行條例,04108
國民大會組織法,04201
國民大會代表立法院立法委員選舉總事務所組織條例,04203
國民大會代表選舉罷免法,04204
國民大會代表選舉罷免法施行條例,04205
國民大會代表立法院立法委員選舉補充條例,04206
國民大會同意權行使法,04210
國民大會職權行使法,04211
國民大會代表選舉法,04212
中華民國總統府組織法,04301
國策顧問委員會組織條例,04302
戰略顧問委員會組織條例,04303
稽勳委員會組織條例,04305
中央研究院組織法,04306
國立中央研究院組織法,04306
國家安全會議組織法,04307
中央研究院評議會條例,04308
國史館組織條例,04309
國父陵園管理委員會組織條例,04310
總統副總統選舉罷免法,04311
總統副總統選舉罷免法,04318
卸任總統副總統禮遇條例,04313
卸任總統禮遇條例,04313
勳章條例,04315
國立中央研究院基金條例,04316
國家安全局組織法,04317
總統副總統待遇支給條例,04319
特種勤務條例,04325
國家人權博物館組織法,04326
總統副總統文物管理條例,04327
立法院組織法,04401
立法院各委員會組織法,04402
立法院立法委員選舉罷免法,04403
立法院立法委員選舉罷免法施行條例,04404
中央法規標準法,04405
遊說法,04406
立法委員行為法,04412
立法院職權行使法,04414
司法院組織法,04501
法院組織法,04502
最高法院設置分庭條例,04503
行政法院組織法,04504
懲戒法院組織法,04505
公務員懲戒委員會組織法,04505
中央公務員懲戒委員會組織法,04505
憲法訴訟法,04506
司法院大法官審理案件法,04506
司法院大法官會議法,04506
民法總則施行法,04508
民法債編施行法,04510
民法物權編施行法,04512
民法親屬編施行法,04514
民法繼承編施行法,04516
公司法,04517
票據法,04518
海商法,04519
保險法,04520
動產擔保交易法,04521
破產法,04522
破產法施行法,04523
涉外民事法律適用法,04524
公證法,04525
提存法,04526
民事訴訟法,04527
中華民國民事訴訟法,04527
民事訴訟法施行法,04528
中華民國民事訴訟法施行法,04528
民事訴訟費用法,04529
民刑事訴訟卷宗滅失案件處理法,04530
核子損害賠償法,04531
非訟事件法,04532
鄉鎮市調解條例,04533
強制執行法,04534
管收條例,04535
中華民國刑法,04536
中華民國刑法施行法,04537
妨害國幣懲治條例,04538
妨害國幣懲治暫行條例,04538
妨害兵役治罪條例,04539
妨害國家總動員懲罰暫行條例,04540
懲治盜匪條例,04541
懲治走私條例,04542
違反糧食管理治罪條例,04543
懲治叛亂條例,04544
戡亂時期檢肅匪諜條例,04545
毒品危害防制條例,04547
肅清煙毒條例,04547
戡亂時期肅清煙毒條例,04547
竊盜犯贓物犯保安處分條例,04548
戡亂時期竊盜犯贓物犯保安處分條例,04548
檢肅流氓條例,04549
動員戡亂時期檢肅流氓條例,04549
少年事件處理法,04550
貪污治罪條例,04551
戡亂時期貪污治罪條例,04551
刑事訴訟法,04552
中華民國刑事訴訟法,04552
刑事訴訟法施行法,04553
中華民國刑事訴訟法施行法,04553
提審法,04554
公設辯護人條例,04555
調度司法警察條例,04556
中華民國六十年罪犯減刑條例,04558
中華民國六十四年罪犯減刑條例,04559
訴願法,04561
行政訴訟法,04562
公務員懲戒法,04563
司法人員人事條例,04564
法官法,04565
中華民國八十年罪犯減刑條例,04569
法官學院組織法,04570
司法院司法人員研習所組織條例,04570
組織犯罪防制條例,04574
戒嚴時期不當叛亂暨匪諜審判案件補償條例,04576
證人保護法,04577
千禧年資訊年序爭議處理法,04580
行政訴訟法施行法,04581
家事事件法,04583
法律扶助法,04584
民事訴訟合意選定法官審判暫行條例,04585
消費者債務清理條例,04590
智慧財產及商業法院組織法,04591
智慧財產法院組織法,04591
智慧財產案件審理法,04592
中華民國九十六年罪犯減刑條例,04595
刑事妥速審判法,04596
少年及家事法院組織法,04597
考試院組織法,04601
考選部組織法,04602
銓敘部組織法,04603
考銓處組織條例,04604
公務人員考試法,04605
特種考試邊區行政人員考試條例,04606
公務人員升官等考試法,04610
公務人員升等考試法,04610
外國人應專門職業及技術人員考試條例,04611
專門職業及技術人員考試法,04612
監試法,04615
縣長任用法,04618
技術人員任用條例,04619
縣行政人員任用條例,04620
蒙藏邊區人員任用條例,04621
農林事業人員任用條例,04624
國家銀行職員任免條例,04625
交通事業人員任用條例,04626
駐外外交領事人員任用條例,04628
審計人員任用條例,04629
教育人員任用條例,04630
聘用人員聘用條例,04631
派用人員派用條例,04632
立法委員監察委員歲費公費支給暫行條例,04635
總統副總統及特任人員月俸公費支給暫行條例,04636
後備軍人轉任公職考試比敘條例,04639
戰地公務人員管理條例,04640
公務人員退休法,04645
公務員退休法,04645
政務人員退職酬勞金給與條例,04646
政務官退職酬勞金給與條例,04646
公務人員撫卹法,04647
公務員撫卹法,04647
學校教職員撫卹條例,04648
公務員進修及考察選送條例,04649
公教人員保險法,04650
公務人員保險法,04650
公務人員眷屬疾病保險條例,04651
人事管理條例,04652
公務員服務法,04654
專門職業及技術人員轉任公務人員條例,04659
公務人員訓練進修法,04660
公職人員年資併社團專職人員年資計發退離給與處理條例,04662
公務人員保障暨培訓委員會組織法,04663
公務人員保障法,04664
公務人員陞遷法,04666
公務人員退休撫卹基金管理條例,04667
公務人員退休撫卹基金監理委員會組織條例,04668
公務人員退休撫卹基金管理委員會組織條例,04671
公務人力發展中心組織條例,04672
公務人員行政中立法,04673
國家文官學院組織法,04677
國家文官培訓所組織條例,04677
公務人員協會法,04681
政務人員退職撫卹條例,04685
交通事業人員考成條例,04686
公務人員退休資遣撫卹法,04687
行政法人法,04690
公立學校教職員退休資遣撫卹條例,04692
監察院組織法,04701
監察院各委員會組織法,04702
監察院監察委員行署組織條例,04703
審計部組織法,04704
審計處室組織通則,04705
審計處室組織條例,04705
監察院監察委員選舉罷免法,04706
監察院監察委員選舉罷免法施行條例,04707
監察法,04708
審計法,04709
機關營繕工程及購置定製變賣財物稽察條例,04710
公職人員財產申報法,04711
公職人員利益衝突迴避法,04712
三一九槍擊事件真相調查特別委員會條例,04714
監察院國家人權委員會組織法,04716
省政府組織法,04801
市組織法,04802
縣組織法,04803
縣組織法施行法,04804
鄉鎮組織暫行條例,04805
省縣自治法,04809
直轄市自治法,04811
金門馬祖東沙南沙地區安全及輔導條例,04812
臺灣省政府功能業務與組織調整暫行條例,04817
地方制度法,04818
地方民意代表費用支給及村里長事務補助費補助條例,04819
海南特區行政長官公署組織條例,04822
海南建省籌備委員會組織條例,04823
設治局組織條例,04824
省參議員選舉條例,04825
市參議會組織條例,04826
市參議員選舉條例,04827
縣參議會組織條例,04828
縣參議員選舉條例,04829
鄉鎮民代表選舉條例,04830
省參議會組織條例,04832
公文程式條例,04901
宣誓條例,04902
獎章條例,04903
服制條例,04904
特級上將授任條例,04905
衛戍條例,04906
內政部警政署鐵路警察局組織條例,05109
內政部警政署臺灣保安警察總隊組織條例,05110
內政部警政署港務警察局組織通則,05111
內政部警政署警察廣播電臺組織條例,05112
內政部警政署民防防情指揮管制所組織條例,05113
內政部警政署警察機械修理廠組織條例,05114
華僑身分證明條例,05115
內政部空中勤務總隊組織法,05117
警察職權行使法,05119
殯葬管理條例,05120
原住民敬老福利生活津貼暫行條例,05121
原住民保留地禁伐補償條例,05123
原住民保留地禁伐補償及造林回饋條例,05123
兒童及少年福利與權益保障法,05125
兒童及少年福利法,05125
海岸巡防機關器械使用條例,05126
原住民族傳統智慧創作保護條例,05128
國土測繪法,05131
爆竹煙火管理條例,05135
公共場所母乳哺育條例,05143
警察消防海巡移民空勤人員及協勤民力安全基金設置管理條例,05144
警察消防海巡空勤人員及協勤民力安全基金設置管理條例,05144
漢生病病患人權保障及補償條例,05145
祭祀公業條例,05146
幼兒教育及照顧法,05151
人口販運防制法,05152
莫拉克颱風災後重建特別條例,05161
客家基本法,05164
兒童權利公約施行法,05165
消除對婦女一切形式歧視公約施行法,05167
內政部警政署組織法,05179
內政部建築研究所組織法,05180
內政部役政署組織法,05181
身心障礙者權利公約施行法,05182
海洋委員會海洋保育署組織法,05183
國家海洋研究院組織法,05185
政治檔案條例,05201
生產事故救濟條例,05202
海洋基本法,05212
偏遠地區學校教育發展條例,05400
客家委員會客家文化發展中心組織法,06054
財團法人原住民族語言研究發展基金會設置條例,06058
文化內容策進院設置條例,06059
交通部鐵道局組織法,06810
交通部高速公路局組織法,06820
國家住宅及都市更新中心設置條例,06821
教保服務人員條例,07101
長期照顧服務機構法人條例,07104
電信管理法,07118
醫療器材管理法,07121
兒童及少年未來教育與發展帳戶條例,07122
國際刑事司法互助法,07128
高級中等以下學校學生及教保服務機構幼兒團體保險條例,07129
無人載具科技創新實驗條例,07131
勞動事件法,07132
教育部所屬機構作業基金設置條例,07135
財團法人鐵道技術研究及驗證中心設置條例,07136
財團法人客家公共傳播基金會設置條例,07137
司法院釋字第七四八號解釋施行法,07149
中高齡者及高齡者就業促進法,07152
國家電影及視聽文化中心設置條例,07154
自殺防治法,07157
境外資金匯回管理運用及課稅條例,07158
反滲透法,07162
新式戰機採購特別條例,07165
商業事件審理法,07166
中醫藥發展法,07171
嚴重特殊傳染性肺炎防治及紓困振興特別條例,07181
農民退休儲金條例,07183
再生能源發展條例,08101
光碟管理條例,08102
國際合作發展法,08103
經濟部能源局組織條例,08106
企業併購法,08107
自由貿易港區設置管理條例,08108
因應貿易自由化調整支援條例,08110
天然氣事業法,08113
水患治理特別條例,08119
石門水庫及其集水區整治特別條例,08120
有限合夥法,08121
曾文南化烏山頭水庫治理及穩定南部地區供水特別條例,08123
文化創意產業發展法,08125
產業創新條例,08128
振興經濟消費券發放特別條例,08131
文化基本法,08133
金融消費者保護法,08137
特種貨物及勞務稅條例,08148
多層次傳銷管理法,08149
流域綜合治理特別條例,08156
再生水資源發展條例,08160
外國專業人才延攬及僱用法,08180
國民義務勞動法,90010
遺產稅法,90021
利率管理條例,90036
礦場法,90040
輸出業同業公會法,90062
民國三十八年黃金短期公債條例,90078
中華民國七十八年度中央政府總預算執行條例,90141
中華民國七十九年度中央政府總預算執行條例,90142
中華民國八十年度中央政府總預算執行條例,90143
中華民國八十一年度中央政府總預算執行條例,90144
中華民國八十二年度中央政府總預算執行條例,90145
中華民國八十三年度中央政府總預算執行條例,90146
中華民國八十年度所得稅稅率條例,90167
國立邊疆文化教育館組織條例,90169
財政部鹽務總局組織法,90170
財政部各區鹽務辦事處組織條例,90171
財政部各區鹽務管理局組織條例,90172
